ticket_text,category_id,group_id,predicted_category
editing rights pas urgent editing rights urgent hi please bellow best regards engineer editing rights urgent hello please editing rights he these accounts he needs update forecast apologies minute done possible much appreciated thank officer ext blvd,internal_it::HR Support,2edffbca449a4457d709730fcdd25e8f449fc31411ac4dac10ce565fe533a3c2,internal_it::Access
access to information user requested installation hello user asking she install her lap top installation available via please advise how proceed cases thank best regards engineer ext information confidential legally privileged intended solely addressee opinions expressed mine necessarily represent opinions susceptible interference intended recipient disclosure copying action taken omitted taken reliance strictly prohibited unlawful received error attachments please notify delete accepts responsibility information errors omissions misuse act committed omitted communication doubt please verify authenticity contents please rely own virus checkers responsibility taken by damage rising out virus infection registered under number whose registered old broad street kingdom provide clients each subsidiaries separate entity has liability entity acts omissions,internal_it::Purchase,abf11809cc3615e82d3717da75ad2672189859ca81acd5554c05b577047c9c16,internal_it::Access
printer supplies printer supplies hello make order printer supplies printer floor color laserjet pro unfortunately supplier procedure talked she told she never made order she more information please help,internal_it::Hardware,0bf8f4531034262810f1557e26e252c693d5ba5992c628d366b18ee58a2d3bf7,internal_it::HR Support
access to re hello please error contract document help link layouts source download contracts insights successful sow insights release error head contracts,internal_it::Miscellaneous,ec6b63aebacb1c77c89c8958a4905570b85fb0fc9b90a0c690f1a1dc893b27cb,internal_it::HR Support
tm mercury advertising and tm mercury circulation services tm mercury advertising tm mercury circulation hello two were recently added snow tm mercury advertising tm mercury circulation these replace tm mercury neither close codes assigned please close codes tm mercury both tm mercury advertising tm mercury circulation thanks application,internal_it::Miscellaneous,87e742264938bf8ea13e43ef758042b38e56ff195bfc09098713af5642a53314,internal_it::Internal Project
requester preparer buyer roles for managed services technology requester preparer buyer roles hello please requester preparer buyer roles roles thank best regards vetting officer street center,internal_it::Hardware,02144e39f38397a20ec9a2f4582ab86264e046714eab7e94887a6e4e61c65ff9,internal_it::Miscellaneous
relocation to bucharest add to relocation add hello since relocated unit please ask add usually add sort him additional please let provide thanks kind regards,internal_it::HR Support,19563fa567a5a88156232d005f394986624afdab357c399b9ff3a7e1f274ee95,internal_it::Miscellaneous
notifications for changes changes hello once user has created please make adjustments user every change progressed closed further details required side please let thank,internal_it::Access,d68b2c1d1e5402280faefa38f0f203f3b5febe4abeebf6381e0e3ce104d435cc,internal_it::Miscellaneous
admin rights on local machine rights machine hello due change rights machine coming permissions revoked thank,internal_it::Miscellaneous,1461d6eaca0847c27ef4f8daf989a29a193fdb3bb1bc336e150f225514dd6060,internal_it::Storage
set up and install latest apple and prepare for purchase hi please tickets assign two tickets each each different serial number please tickets these subjects each tickets created total secure wipe verify functionality unit sale install latest apple prepare purchase apple reg cd apple cd apple cd apple cd apple cd apple cd apple cd apple cd apple cd apple apple apple apple apple apple apple apple apple apple apple apple apple apple apple apple apple apple apple apple apple please let questions senior engineer ext cell upcoming days off february phone number please consider environment print,internal_it::Hardware,620dd8aeab7388ba16b5a66be764c3bf4a4bb3a1a293d9936766ca36bf584a02,internal_it::Purchase
schedule final reminder notification for the annual it satisfaction survey schedule final reminder annual satisfaction survey hi kindly schedule reminder tomorrow st december annual satisfaction survey attached find relevant provide morning updated number complete responses received kindly ensure out around let require assistance gladly help thank wednesday december schedule reminder annual satisfaction survey hi kindly schedule reminder annual satisfaction survey ensure thursday december tomorrow morning provide exact number responses received far update figure please update accordingly note schedule final reminder next thursday st december thank care,internal_it::HR Support,090ee724fb71916128a80cd0bac8d4f91b73e787956798f34012692dc14d0636,internal_it::Hardware
policies missing for policies hi friday results noticed he comparing write write missed policies please investigate he included policies assigned correctly him he needs resources regards,internal_it::Storage,6fc92ceb475c9099bc56d7419ef05f977bc15b681dbc00c38cab6408e2238129,internal_it::HR Support
all list dear va si head,internal_it::Hardware,bc285d9b2a1e39dc072748aa34dbd507f60c43ad1fb5c1c9bd87df358b26173f,internal_it::Miscellaneous
apply restrictions to hi member needs added device disconnected disconnected disconnected also restrictions rights others thanks,internal_it::Miscellaneous,0003f27a3d669525f572561a5f90b83639414f2576ef0b0eb052fce1be599bab,internal_it::HR Support
no longer compensating for a low input voltage compensating low input voltage name location floor serial number device serial number date code informational compensating low input voltage,internal_it::Internal Project,b5e31078584b964b5f6dd4437ad3024b28f6b0f0d8352653897677f960b7daea,internal_it::Hardware
suppliers report suppliers report hi please thanks tuesday december pm suppliers report hi help reducing number lines suppliers report tools reports shared folders custom suppliers report suppliers report same folder please old suppliers report columns marked red attached report columns marked remain also help reducing number lines each supplier currently report brings banks supplier has report bring primary electronic also supplier created multiple entities each entity has different remittance advice each entity report bring two more lines same information addresses remittance report bring remittance advice corresponding entity filter report supplier well understand mean misunderstandings please let thank regards officer,internal_it::Storage,0ed6505cb87c04428f15616d430a102bee34d7c85cd0d3ed9e546f91f61c1c13,internal_it::Hardware
access needed to oracle to submit and create needed submit create hi also options submit process create moment options thank kind regards accounts payable,internal_it::Internal Project,5f34d51b063fda62fc3020be4465f4bda3f9571ae085bfe505985bb428826424,internal_it::HR Support
new headset request re headset issues hi again updated status resolved maybe clear happened found out issue tested unit worked found issue resolution working headset unit working unit tested he took him after testing functional unit regards re headset issues hi thanks tips tried contacted did again matter how troubleshoot drivers port plugging headset nothing helps few days ago tried headset unit same model worked issues plugged worked think headset itself faulty even brand took out unopened regards,internal_it::Administrative rights,40f05f75fee28c29f6e91464fa5b6d44355aba6d0265913b4012f084b5ace08b,internal_it::Hardware
reminder chart review reminder chart review hi guys perform tasks please disable re task needed thanks leader friday december pm reminder chart review please review chart update needed,internal_it::Hardware,9ceff32380d69274f62d90ec9e9459a14ed1da4cd862019bddfe63dafc47a751,internal_it::Internal Project
request for access hello order upload resume help thank developer,internal_it::HR Support,a3bc405ab9a11939e85ce47c436e6ce9fc91c92594747a7c406b93311abbc187,internal_it::Hardware
re modification re modification also thank thursday december pm modification hi please delete thank lead,internal_it::Hardware,01ba18380809b00461a60de5c14864d48da03271d916f6b183871c0ca646be6d,internal_it::Miscellaneous
roles roles hello please provide roles added his thanks kind regards leader,internal_it::HR Support,cf4335edba5db7fd5972622f3f479105b805b75f267d8f831abbb54dfc38b790,internal_it::Miscellaneous
provide public key for slave wednesday december pm provide public key slave hello please log assign regarding please provide public key user slave machine connect target machine garage sale job regards engineering lead,internal_it::Access,614f506c1c1cff3cd779786f325b2e2ec5270a9729d47502d4b3167ce88d9b6e,internal_it::Hardware
replicate the color code updated calendar app hi please replicate color code categories well ones thank november re updated calendar app hi thank help calendar looks great noticed entries calendar displayed times please way keep colored ones thank november updated calendar app resolved fellow think query logged has resolved did well details reference summary calendar app description re logged calendar app resolution added colors good provided resolution response issue persist recur resolved please best provide assistance matter how how how warm regards ext ref msg,internal_it::Miscellaneous,22d313a3b856027991636f005965751fb8f95c45bac06a0ede7e04092b215f2e,internal_it::Administrative rights
reopen re weekly template sheet has assigned hello please advised working completing unknown hello please kind reopen thank great best regards analyst,internal_it::HR Support,173de6c8311314205463c4a0d42d43744380e9f3a4de24ddf1bccb5a481bef65,internal_it::Miscellaneous
setup issues and for setup issues hello please subscription seems initialize also problem log please everything thank,internal_it::Purchase,ecc36c2b9dd91789c05ecff60012608c054a0736bd91b165fd2af32f4d940c91,internal_it::Internal Project
add to all staff la mailing la mailing center va ne la ca lists legate va ii si la developer,internal_it::Hardware,8f5a108327873845272964491d1d8d861f4e70c5b4ba442a7a4572e2d52b125e,internal_it::Miscellaneous
acrobat acrobat hi needs acrobat pc please let license create information install software received thanks senior engineer ext cell upcoming days off february december phone number please consider environment print,internal_it::Hardware,90a9c4ebdd4642131eeb7e9e7ea7916eb7c26fb11e8c07d8fbd601d9f3c83c6e,internal_it::Access
oracle holiday codes please action hello requested holiday clear code book assume holiday come after please advise date november please action dear part established processes each required submit his weekly basis each friday past must submitted receiving because haven followed process please action possible breakdown please log accordingly training materials available id by each wednesday past period then also notified country date total days,internal_it::HR Support,dd23c09d44da26822e4b6a848cafd9801d8fd84ad0619a9f531f8e0cd34ca127,internal_it::Internal Project
update the lock screen with the annual it survey link message update lock screen annual survey link hello preparing next annual satisfaction survey aiming launch mid next informed possibility also update machines lock screens text survey link hoping gain more visibility encourage response rate please advise add survey link text about satisfaction survey how take information proceed changes survey link personalized image information confirmation provide relevant accordingly looking forward hearing care,internal_it::HR Support,e8246cbb9c21b3dacbe2541834ede3b735a6dcccc7712775b18513f99bc87fca,internal_it::Hardware
to update update hi please log order add please assign queue best regards senior engineer wednesday november re hi please note needs too port question please feel free best regards,internal_it::Hardware,381f76f83aecc382de232ef74de1883b598408aebc0dfdb09654e12924551bd6,internal_it::Miscellaneous
activate location for dear please bellow assigned thanks kind regards analyst tuesday november pm po separate fie submit october conversation receipt po done si tot si inca receipt blanket po tot ca se receipt tot receipt care receipt sin care la po supplier si pot face receipt ca receipt tot po pot ii cancel cancel recept el tot po tin loc si cancel pot tine receipt si cat,internal_it::Access,dbf568c63c5649b26720e604394c5789230677f235f6e29f13d110ca0737252d,internal_it::Purchase
line management career coaching coaching hi dear please make these changes starting december made thanks member return maternity december become active december become active december maternity december maternity december maternity head,internal_it::HR Support,e4df8b2ef17ae9ef567e422fd696149affe48f35feb6289596a9425699d7cd94,internal_it::Miscellaneous
physical access for physical hi please allocate card please also physical within thanks tuesday november physical dear kindly physical within sixth floor possible he has started work november thanks,internal_it::Access,6e153a3f74139a6686bf02ba8750ac6413d5a196c10586bff139ba482735a2d7,internal_it::HR Support
quarantine retrieve how retrieve tried work november image removed by dear image removed by urgent massage pm kb deleted automatically after days change frequency these within log,internal_it::Hardware,8a8212b6277bccf442f6f4f206563bcb7397a79d7fb63242f6b7099f0e289478,internal_it::Miscellaneous
security access saturday th saturday hello please assign thank engineer ext november saturday importance high hi please add tomorrow saturday november thank director,internal_it::HR Support,4a4841f7926dbd539387c8e4d0b7b559223a47bfd2196cc2486956e3960738fa,internal_it::Hardware
oracle access hi please help granting folders items contracts contracts invoicing contracts costs thanks lot kind regards accounts receivable accountant id image,internal_it::Miscellaneous,3a64cbab04d96b971ca40107087546addd077cea45ba72a69149930007701154,internal_it::HR Support
new recruiter bod re recruiter hi please kind regards tuesday november pm recruiter hi help subject joiner her name she credentials her let regards recruiter,internal_it::HR Support,1732381203565d5e44520d95df87a9f7583b1f9e0ac417cdf5d5d5dba6ee8ffe,internal_it::Miscellaneous
need a partition cleanup to update to windows partition cleanup update dear please provide help cleaning partition order update find more information thanks best regards tester,internal_it::HR Support,c65628b38d923e98117a7c50127b6aa7c845f3853c0a8a39691edc34d476dd9c,internal_it::Administrative rights
improve design for its improve design hi suggest improve design application comments attached best regards senior analyst,internal_it::Hardware,5cedcceeddf86799185a2e2f33992f7e950c87922303421717c9b4c407ca7426,internal_it::Miscellaneous
need to install on computer problem already solved by local technical team bucharest install computer problem solved by technical hello yesterday needed install got help by yesterday needed rights log regards software engineer blvd floor district,internal_it::Hardware,8b0ef34054d0c71f6c20be0a229eb2977963d1b30bae1d20b7d4f7e527a2dcf0,internal_it::Administrative rights
windows installation md time installation dear install today pm best regards software tester,internal_it::Administrative rights,71b984d91008aede0db9ee364e1510afe5c73a49659e0a3df173b20d253a55c2,internal_it::Purchase
new client modifications oracle client modifications urgent dear please help client which assigned change spa created code move spa please find attached setup form updated regarding contract approved change contract please find link contract id appreciate give resolution today thanks lot officer,internal_it::Internal Project,c61c40277917f90c93de4a596fa22ba6eca2a40a661fe25ad671a8e9cf780a53,internal_it::Miscellaneous
new delivery reception hello received items backpack please advise please log thank engineer,internal_it::Hardware,15147de756866e585a420b37b2551f4f99338c259d6099b541f9b9872373dea1,internal_it::Purchase
change backpack change backpack hi backpack years good want ask change old returned colleagues left regards developer,internal_it::Hardware,78653575d2fb4ff1832e6349531a871aa209e914579b27cbf4c6c582b34d2f29,internal_it::Miscellaneous
notification dashboard maintenance work dashboard work dear dashboard unavailable st november wednesday please notify user attached document engineer,internal_it::Access,404167eb9d78efdfb8b145cca18104dcbd1cc416986f98af639264ac00b2b4b2,internal_it::Hardware
hot spot for second floor hot spot second floor dear please provide mobile phone hot spot second floor needed today couple thank regards leader,internal_it::HR Support,85b1db2c6f643dbf9a1d3d9e856264a07900a0db70d7c9ca9359cd5112e03730,internal_it::Hardware
changes oracle changes hello please find attached file recent changes please log matter assign tracking purposes thank kind regards,internal_it::HR Support,d90cc143a3b271821d0582b364f5c2f2c87d7990934f11817af2c3f01122380e,internal_it::Miscellaneous
ad access card automatically logged tickets to be modified hello please modify categories automatically logged leaver tickets populated shown attached print screen thanks,internal_it::Access,a0d54d0da8e0b97427aeef76207697cf8cf1559b0cdb139c5e28958b3fc07d08,internal_it::Miscellaneous
help please help please hi created link layouts pages target lists final target accounts action default unable because checked out how done how reverse accessed edited again help please cheers head id image,internal_it::Miscellaneous,44af8ad09046a507d36d874a1d7d29043af5417e965b853e2d1a8f3648783661,internal_it::Hardware
provide cable and to cable tickets hello please tickets walk locked provide cable provide cable thank mobile,internal_it::Hardware,c4fb6f92c00058c66c3b5300e3944585b39b86cdf39c8471eaaa7f133ac8b117,internal_it::Miscellaneous
new booking account oracle booking hi please help create booking margin attached form tried via create tab run via sd thank program upcoming leave none planned,internal_it::Internal Project,5f7ab7fa87c2855ed945af2247d30b3e4e1d12a5fdd80d9e2ebfd21dc4a7fc3e,internal_it::Access
possible re possible hello unfortunately received same kind again yesterday afternoon find attached please take thank regards,internal_it::HR Support,59f57b9ef9c75cedd86aee20a52b55133086a231ff3750e2850a401baf2ce4ce,internal_it::Hardware
please open a request and assign to please assign hello please assign directly order link both cards fiber switches thanks senior engineer,internal_it::Hardware,921e67bfbc2f65e6269c611300876678ba4c0a30e611f08ed442abe41a4521b9,internal_it::Access
board configuration board configuration hi please assign please board filter columns thank,internal_it::HR Support,de3ef844b6d067e427c68fe888511c56892b9737bac8c920aa29497fdf0d2406,internal_it::Hardware
access good morning currently working relating client success stories order analyze inputs accounts tab please help best regards,internal_it::Access,d947fcbb497d1eb476cdddb353cb848343e45fe183c18db30fccd8ee29da588d,internal_it::Hardware
mobile phone replacement tickets hi today tomorrow which unusual assignment reported two issues directly helping out has return requesting appropriate tickets raised keeps running out drive despite consciously store drive mobile phone work plugged making mobile phone more than take phones mobile reasonably reliable preference regarding brand os thanks kind regards,internal_it::Purchase,ab6df21d0d7541edfe9bfc036ba531ac71f810fd2fec0fca81ccf124585103c9,internal_it::Hardware
service support description pas re description la hello please location thank respect thursday october pm re description pot link se pare ca merci thursday october pm description hello prepared draft description appreciate bring inputs document suggestions require additional clarifications please let also schedule call over details thank,internal_it::HR Support,b70d76fe88b1ed2b4234a37ac9fb67996ac026b0a615ab06ae234b5cc00aeef4,internal_it::Hardware
amend list com amend hi please kind replace further information please hesitate thanks best regards care,internal_it::Hardware,60512e73d68f5f2eb198640752bc042d030a03c13187232a7adfb9c53ee0fa29,internal_it::Miscellaneous
multiple under multiple under hi guys please per please investigate has assigned per image kind regards administrator,internal_it::Purchase,71e9cb70f812320f87aced32fcebcc02b14871c88b821d6bf7b09e1ed83bf5cd,internal_it::Miscellaneous
re pipelines for multiple sites channels re pipelines multiple sites channels hi guys please he po absolutely critical him please process priority thank wednesday october pm re pipelines multiple sites channels think expired needs assist review interim director water street floor ny dial ext fax wednesday october pipelines multiple sites channels hi added requirement improvement suggested today about making pipeline by multiple sites created item please review requirement thank senior analyst information transmitted content communication confidential intended intended recipient affiliates subsidiaries intended recipient hereby notified information contained transmitted communication dissemination copying communication strictly prohibited received communication error please notify immediately by replying delete,internal_it::Internal Project,5868d0c9c2fc079c981ddfea2d2271ddf10c6519c96cd0f4bae3fe6e27ca1ee1,internal_it::Access
approval flow timecards action required entries hello please log call thank regards october action required entries hi recently has updated setup approve button thanks october action required entries task application entries details assignee assigned date task number recommended actions entries card details card period status submitted card comments reported code type location task details absences totals location details days comments mon wed sat stop stop stop stop stop stop stop apex scaling automation performance regular planning country enter comments about entered by regular planning country enter comments about entered by code regular planning country enter comments about entered by disciplines regular country enter comments about entered by daily totals calculated type code location task details absences location details days comments totals mon wed sat stop stop stop stop stop stop stop regular apex scaling automation performance planning country comments regular planning country comments regular code planning country comments regular disciplines country comments daily totals related links comments display history updated by action performed assignee updated assigned assigned assigned assigned assigned assigned assigned assigned assigned assigned,internal_it::Miscellaneous,5431aeeefc5e9d024e437073e5eb79d4c9f9fa409e2041109c7e30ac470a6182,internal_it::Internal Project
import of final for into import final dear please assign thank kind regards analyst,internal_it::Purchase,a63aa1ca0070501d969aa2b3ff7180de61576679b5f7ebbb127fb9018377d91a,internal_it::Internal Project
calendar for absences tracking re setup form confluence hi generate calendar absences tracking,internal_it::HR Support,a0441eb3286c87e3057a1218bfae4875fb5862365ce0e6db65af407b990c60a5,internal_it::Access
access to boxes via boxes via hi please add required routing options mentioned individuals thus via public note make sense create manage these provisions bulk comers thank test consultant mobile,internal_it::Miscellaneous,8b9ef8f081867ea61fa144002993bb671cb5ad0467d3b3ddaf0b2f750fb4cd05,internal_it::Hardware
admin rights rights hello observed rights anymore tried setup tool testing unable since required right next step obtain ask thank,internal_it::Storage,16d45e732d5052bc3f7ae8a6517de3d4b0432f0a24d4b355745a0141f9883763,internal_it::Access
change for re hello please thank october pm re please find attached assume friday october pm hello please fill date thank,internal_it::Miscellaneous,b5bc1ba05e5a706dd989189ff7716f048a38321ada17ea763e4891c110fbfb10,internal_it::HR Support
suspect re thanks probably find active accounts inside hopefully nobody replied please add kind regards october hi received attached saturday looks subject body unfamiliar strange combination employees please investigate kind regards senior developer,internal_it::Access,22869511014349cf267a3f3184bb05914f4057083368ebd93399ea834bceb7b2,internal_it::Miscellaneous
admin rights on en rights hello update others require rights computer number connected wire engineer required install software test different configurations procedure thank much senior engineer,internal_it::Administrative rights,9e9a519f9ab016ca9bdd9431f08e2f6ce02ab237637e6b9b6150a1e3b285a883,internal_it::Hardware
leaver tickets audit leaver tickets,internal_it::HR Support,4f8b817edd8eab23e8579939492fbbb9b47c94815b7099effee4f9e58a504481,internal_it::Miscellaneous
re we updated please prepare for sale en for re updated please prepare sale dear please let closed action required completed removed marked disposal sold owner please reopen regards officer,internal_it::Miscellaneous,53ba87fb62dcf5793155617945de51353625eca61693ce32dd97d4b175cea685,internal_it::Hardware
re action required approve requisition re action required approve requisition please separate tickets monitors thank october action required approve requisition care la lead october action required approve requisition task application take action links actions approve reject more amount entered by monitor inch wide type monitor justification order process booking least screens opened same mailbox costs booking tool processing bookings also front copy id passport critical double information processing booking make booked properly having additional monitor mean more efficiency approve reject lines monitor inch wide type monitor requester assets accessories task closure monitor inch wide type monitor requester assets accessories task closure monitor inch wide type monitor requester assets accessories task closure monitor inch wide type monitor requester assets accessories task closure monitor inch wide type monitor requester assets accessories task closure monitor inch wide type monitor requester assets accessories task closure action history approved submitted future approvers framework application identity view task details,internal_it::Hardware,2917d77ddf2d87f9bc3ada7d43390c17a910cda39d90a16e7c1485a3d3daa0f7,internal_it::Miscellaneous
keeling has finished his engagement with but one of his time cards are still the saved can you please move it to the submitted hello please help has finished his engagement his cards saved please move submitted has extended two months looks his disabled please enable asap he urgently thanks october re importance high hi locked out accounts unfortunately cant please let thanks re let re hi tried characters got same entered meet minimum requirement string again re hi which characters think characters enough thanks hi unable again suggested changing forefront gateway which mailbox change again succeed accessing submit updater responds entered meet minimum requirements input length chars mixed tried passwords too screen outputs error please re action continue error please administrator chrome best regards,internal_it::HR Support,94686c724fddcffcc9d4bae2bb154bec3c41bc4d8e8a4450600791713056ab44,internal_it::Access
allow access via allow via hi please allow via kind regards intern mobile,internal_it::HR Support,abbe42e920399c031034d32f8fdee7a4b1a2fbf4b980a88e48b57ff21c07e907,internal_it::Hardware
zephyr project setup zephyr setup hello synced about official tool test test cases he informed zephyr level created inflight give members best regards senior tester mobile,internal_it::Internal Project,fbeb3c66358f8b2f22bf5b5a0421ef7584fff51bbacc3ca4468bb3d814a313eb,internal_it::Hardware
access for environments environments hi please granted part other details needed please let thank,internal_it::HR Support,6afe80439d70868001baa4d1ed5bfcd597c1324664c6fc436695fe712f87aaad,internal_it::Hardware
update mappings on accounts update mappings accounts dear also assignment please note related best regards engineer tuesday october re has assigned task also assign task work best regards engineer tuesday october re has assigned movements were accounts out client card software solution computer connected electronic control techniques lines discover id flight software tech ice idee iliad press leading way manchester germany restaurants assembly cards other others others others cost red recorders reproductive medicine jersey route canada college fund electric simplify digital germany macedonia sonic studio mobile st st re logic digital texas resources title resource underscore music manchester reading unum veritas mobile growers working zoom cluster seven rainier communications tuesday october re has assigned specify more details about best regards engineer tuesday october re has assigned good thanks more mapping according structure update best regards,internal_it::Hardware,3e5b2cd04a46b38e531f124db2b49cdfad074fe01cfd38cc2219e63e03f15303,internal_it::Access
missing information for active directory information active directory hello please update information related active directory location job title job grade etc kind information give her rights platform thank design lead,internal_it::Hardware,679f513731f1494e29fc05acd09fd532a39ed98c3f52afff89ffb2f3e935f04b,internal_it::Access
migrate to control hello please create tickets assign queue migrate migrate migrate kind regards engineer friday re control hello guys please turn off won anymore create join under name help configuration after build did yesterday control works fine details schedule call kind regards engineer friday control hello far setup did issues caused by distance satellite ensure control by takes must requires control migrated populated afterwards moved back please work together ensure addressed high priority please reach out additional resources committed effort lead,internal_it::Hardware,e3000af22cf8baaf696f2e91d41076b143da23405abab3ca2686458b0bf18514,internal_it::Access
missing hello advised visible due view contain increased view visible waiting updates best regards engineer hi please advise thanks best regards,internal_it::Miscellaneous,95efa3f8fe617e2fc2f7cd132a62b7c998bd5c4a511b22775687beb8c448d489,internal_it::Hardware
oracle sign issues sign issues dears assign please regards engineer sign issues importance high good noon dear colleagues since yesterday sign help possible create urgent thank specialist,internal_it::Hardware,a11e3ce198ce217f0528e0223db0a16f4d54c7562ce03cac54ba935b2c7d37c3,internal_it::Access
leaver open tickets leaver tickets hello please update procedures automatic templates tickets related leavers these directed instead thank regards owner,internal_it::HR Support,ab5e99dc345739c23633d15bd414fa661202e663660f02cb2c07d26776815cd4,internal_it::Miscellaneous
